NAME	SIZE	ES	NES	NOM.p.val	FDR.q.val	FWER.p.val	RANK.AT.MAX	PERCENT_LEAD	PERCENT_LIST	PERCENT_SIGNAL	DIRECTION	NUM_DE
GO_PROTEIN_LOCALIZATION_TO_NUCLEUS	142	0.44271562	1.3406062	0.030688623	0.4371447	1	1209	9	5	10	1	13
GO_PROTEIN_MANNOSYLATION	21	0.5671782	1.2592812	0.17915548	0.4981402	1	2705	29	12	32	1	2
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	108	-0.57677627	-1.481845	0.018995356	0.2739673	1	2595	23	11	26	-1	12
GO_PROTEIN_MONOUBIQUITINATION	51	-0.63617176	-1.4825383	0.03853924	0.2736599	1	3425	39	15	46	-1	7
GO_PROTEIN_OLIGOMERIZATION	362	0.39724126	1.3259294	0.0025723472	0.44936338	1	1910	15	8	16	1	39
GO_PROTEIN_O_LINKED_GLYCOSYLATION	80	0.48202103	1.3441523	0.05853205	0.43765724	1	3383	34	15	39	1	11
GO_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY	30	-0.71932626	-1.5475913	0.026574804	0.2333905	1	179	7	1	7	-1	3
GO_PROTEIN_TARGETING_TO_MITOCHONDRION	47	-0.67567635	-1.556429	0.01866374	0.228505	1	3645	38	16	45	-1	1
GO_PROTEIN_TARGETING_TO_PLASMA_MEMBRANE	23	0.68288857	1.533327	0.038335435	0.31711304	1	661	13	3	13	1	4
GO_PROTEIN_TRIMERIZATION	32	0.5437021	1.3012582	0.1213976	0.464486	1	1863	16	8	17	1	2
GO_PROTEIN_TYROSINE_KINASE_ACTIVITY	149	0.5101686	1.5524052	0.0011755485	0.3114747	1	1043	13	5	14	1	18
GO_PROTEIN_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	39	-0.659409	-1.4869248	0.038663484	0.26846164	1	2880	26	13	29	-1	5
GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	53	0.52915215	1.3868296	0.057023644	0.418284	1	2826	30	12	34	1	9
GO_PROTEOGLYCAN_METABOLIC_PROCESS	77	0.5081417	1.4205688	0.029201616	0.40384948	1	2826	27	12	31	1	11
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	17	-0.74733675	-1.4684485	0.058742225	0.28314278	1	3997	47	17	57	-1	4
GO_PURINE_RIBONUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	19	0.76397943	1.6428801	0.012315866	0.26936626	1	3890	42	17	51	1	5
GO_PYRUVATE_METABOLIC_PROCESS	54	-0.7101708	-1.6706883	0.0050784857	0.1706786	1	883	26	4	27	-1	15
GO_QUATERNARY_AMMONIUM_GROUP_TRANSPORT	18	0.78902423	1.6837485	0.008087535	0.27872422	1	492	28	2	28	1	5
GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	200	0.45696232	1.4448739	0.003611738	0.39169025	1	3685	27	16	32	1	24
GO_RECEPTOR_METABOLIC_PROCESS	69	0.4999326	1.3730747	0.05222089	0.42267317	1	1410	12	6	12	1	8
GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION	47	0.59132105	1.5179566	0.027175404	0.33390105	1	1153	9	5	9	1	2
GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	31	-0.6951063	-1.5072008	0.041885678	0.2593664	1	2008	23	9	25	-1	4
GO_REGULATION_OF_AUTOPHAGY	238	-0.5345037	-1.4891393	0.00439809	0.2687328	1	1829	16	8	17	-1	38
GO_REGULATION_OF_AXON_GUIDANCE	36	0.5053715	1.2380543	0.16780105	0.5134852	1	2407	19	11	22	1	2
GO_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	44	0.53848183	1.364404	0.07319035	0.42272285	1	764	9	3	9	1	4
GO_REGULATION_OF_BONE_REMODELING	31	-0.7939005	-1.7249895	0.004255319	0.1324082	0.9974	1922	29	8	32	-1	6
GO_REGULATION_OF_BONE_RESORPTION	24	-0.829446	-1.7249823	0.0037055751	0.12983042	0.9974	1922	29	8	32	-1	4
GO_REGULATION_OF_CALCIUM_ION_IMPORT	74	0.5289503	1.4608808	0.021482602	0.38691378	1	1046	12	5	13	1	7
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	56	0.5520688	1.4540497	0.03265896	0.38799405	1	3029	25	13	29	1	5
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	21	0.5741762	1.2702655	0.17017208	0.48251155	1	2764	24	12	27	1	2
GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	27	-0.72046256	-1.5325487	0.029941127	0.23924735	1	916	19	4	19	-1	5
GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	64	0.52330095	1.4057257	0.043236926	0.4124203	1	1153	9	5	10	1	4
GO_REGULATION_OF_CELL_MATRIX_ADHESION	81	0.5616395	1.5718706	0.0057384474	0.33241236	1	460	7	2	8	1	6
GO_REGULATION_OF_CELL_SHAPE	120	0.52373517	1.546618	0.0043290043	0.31506392	1	2119	17	9	18	1	10
GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	153	0.40932512	1.2448514	0.067854434	0.50780016	1	1571	10	7	11	1	15
GO_REGULATION_OF_CELLULAR_EXTRAVASATION	19	0.67798007	1.469984	0.056634683	0.3895515	1	793	21	3	22	1	5
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	146	-0.6359278	-1.6916837	0.00080591	0.15151596	1	2221	16	10	18	-1	17
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	50	-0.65666723	-1.5205892	0.024390243	0.24910837	1	1526	18	7	19	-1	11
GO_REGULATION_OF_CGMP_BIOSYNTHETIC_PROCESS	15	0.6483085	1.3398361	0.13607669	0.43775705	1	14	7	0	7	1	0
GO_REGULATION_OF_CHEMOTAXIS	146	0.40709034	1.234336	0.08556351	0.5166064	1	2931	18	13	20	1	11
GO_REGULATION_OF_COAGULATION	66	0.4730736	1.2840939	0.10129564	0.47372264	1	2577	15	11	17	1	5
GO_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	93	-0.62744695	-1.5757942	0.007324429	0.22031137	1	2475	27	11	30	-1	17
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	189	-0.5944846	-1.6181393	0.0010461619	0.20382406	1	2836	26	12	29	-1	23
GO_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	16	-0.7882893	-1.5283518	0.032926183	0.24311085	1	1129	25	5	26	-1	3
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT	98	0.45750245	1.3247524	0.055391673	0.4497835	1	1680	12	7	13	1	9
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	27	-0.7060454	-1.4887637	0.048131943	0.26825994	1	3307	33	14	39	-1	3
GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	22	0.6479949	1.4412837	0.07201391	0.3891998	1	2357	18	10	20	1	1
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	99	0.57503855	1.6647695	0.0016528926	0.2768507	1	764	8	3	8	1	7
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	145	0.53714985	1.6242851	0.0007757952	0.26893803	1	2873	19	13	21	1	12
GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	21	0.76016897	1.6776677	0.006263551	0.27343923	1	1430	24	6	25	1	1
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION	94	-0.6406056	-1.6153799	0.004463643	0.20385152	1	1511	16	7	17	-1	16
GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	29	-0.78907096	-1.6954535	0.005765113	0.1551154	1	2221	31	10	34	-1	5
GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	68	-0.71710384	-1.7436948	0.00090443174	0.12604488	0.9862	973	16	4	17	-1	12
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	24	0.8371303	1.8878801	0.0002472799	0.14899619	0.3912	75	13	0	13	1	3
GO_REGULATION_OF_FIBROBLAST_MIGRATION	26	0.75396353	1.7401118	0.0061035156	0.24469826	0.995	1672	27	7	29	1	1
GO_REGULATION_OF_GENE_SILENCING	39	-0.6542896	-1.4625763	0.05	0.28842473	1	2537	21	11	23	-1	1
GO_REGULATION_OF_GLUCOSE_IMPORT	49	-0.6660051	-1.5406221	0.021060843	0.23884274	1	2174	18	10	20	-1	7
GO_REGULATION_OF_GLUCOSE_TRANSPORT	86	-0.6144086	-1.5309885	0.0146823665	0.24037272	1	2174	16	10	18	-1	12
GO_REGULATION_OF_HEART_MORPHOGENESIS	25	0.55306995	1.2563784	0.16844456	0.49788043	1	1596	20	7	21	1	3
GO_REGULATION_OF_HEART_RATE	70	-0.6302457	-1.5382651	0.016066646	0.23834673	1	898	10	4	10	-1	8
GO_REGULATION_OF_HISTONE_H3_K4_METHYLATION	22	0.6281834	1.3973408	0.087019935	0.4294056	1	2178	27	10	30	1	3
GO_REGULATION_OF_HOMEOSTATIC_PROCESS	366	-0.54928243	-1.5778	0	0.21971644	1	2407	20	11	22	-1	49
GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	33	0.5133435	1.2361996	0.17587173	0.5171471	1	1345	18	6	19	1	2
GO_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	16	0.6813797	1.4254843	0.082941726	0.40589195	1	428	13	2	13	1	2
GO_REGULATION_OF_ION_HOMEOSTASIS	154	-0.57107306	-1.5285418	0.0063573653	0.2434764	1	2407	19	11	21	-1	18
GO_REGULATION_OF_ISOTYPE_SWITCHING	18	0.65685254	1.4059296	0.09169794	0.41363302	1	1345	28	6	29	1	2
GO_REGULATION_OF_JUN_KINASE_ACTIVITY	70	0.46875158	1.2848083	0.095997594	0.4753855	1	2600	23	11	26	1	8
GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION	23	0.726835	1.638642	0.01560595	0.26171568	1	3816	43	17	52	1	5
GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	110	-0.69677716	-1.7870501	0.00014114326	0.08338066	0.8234	973	11	4	11	-1	12
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY	40	0.49848765	1.2470391	0.15058823	0.50654274	1	1043	10	5	10	1	3
GO_REGULATION_OF_LIPID_METABOLIC_PROCESS	232	-0.5369846	-1.4930887	0.0033192902	0.2660105	1	2361	16	10	18	-1	25
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	22	0.73337394	1.623918	0.013395032	0.26184574	1	2168	23	9	25	1	1
GO_REGULATION_OF_MACROPHAGE_ACTIVATION	18	-0.76011086	-1.5052627	0.044847656	0.2601758	1	1360	17	6	18	-1	2
GO_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	16	0.76965564	1.6084493	0.015227219	0.28622133	1	2051	25	9	27	1	3
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	36	-0.72129434	-1.5966944	0.017161187	0.21085012	1	452	8	2	8	-1	4
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	35	0.54232645	1.3221858	0.10829371	0.45380664	1	4363	37	19	46	1	2
GO_REGULATION_OF_MESONEPHROS_DEVELOPMENT	20	0.61949974	1.355988	0.11266586	0.43109888	1	2159	30	9	33	1	3
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION	30	0.551615	1.317426	0.11800766	0.45315853	1	2215	20	10	22	1	3
GO_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	16	-0.87318087	-1.7010112	0.004314064	0.15780517	0.9999	188	13	1	13	-1	2
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	51	-0.6979363	-1.632851	0.007655054	0.18708724	1	499	8	2	8	-1	4
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	41	0.6267318	1.568047	0.01941224	0.3208637	1	1596	20	7	21	1	6
GO_REGULATION_OF_MYELINATION	27	-0.8052898	-1.6957879	0.002875994	0.15647094	1	1457	19	6	20	-1	2
GO_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	17	-0.7436669	-1.4637808	0.06369648	0.28755543	1	2447	35	11	39	-1	3
GO_REGULATION_OF_NECROTIC_CELL_DEATH	24	0.54064643	1.2293599	0.20489144	0.5272774	1	1499	17	7	18	1	4
GO_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	44	-0.6689896	-1.526525	0.028035887	0.24409327	1	1487	18	6	19	-1	4
GO_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	173	-0.5430988	-1.4654833	0.011771001	0.28740066	1	1634	12	7	12	-1	19
GO_REGULATION_OF_NEURON_DEATH	223	-0.5341249	-1.4764795	0.005852417	0.2783646	1	2187	15	10	16	-1	24
GO_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	39	0.63845825	1.5772132	0.018913807	0.33277842	1	4013	49	18	59	1	4
GO_REGULATION_OF_ORGAN_FORMATION	23	0.6317246	1.4121788	0.07633588	0.41316432	1	1596	13	7	14	1	2
GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	97	0.46308526	1.3348706	0.053936347	0.4383683	1	2374	15	10	17	1	9
GO_REGULATION_OF_P38MAPK_CASCADE	23	-0.7218258	-1.5018405	0.04141414	0.26081508	1	2588	30	11	34	-1	4
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	32	0.5226421	1.2495779	0.16977172	0.50763327	1	1043	13	5	13	1	3
GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	36	-0.72367287	-1.6062623	0.010241639	0.20873515	1	450	14	2	14	-1	4
GO_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	15	-0.7756279	-1.4912364	0.050290134	0.26873285	1	593	20	3	21	-1	3
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	73	0.4814981	1.3307608	0.06664619	0.44485405	1	1863	16	8	18	1	6
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	25	0.6405419	1.4680924	0.0493557	0.38994685	1	3450	40	15	47	1	2
GO_REGULATION_OF_PROTEIN_STABILITY	203	-0.531388	-1.453936	0.008706952	0.29526317	1	1691	14	7	15	-1	23
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	50	0.53961796	1.3927004	0.057142857	0.42265406	1	3029	36	13	41	1	6
GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	56	0.5227481	1.372873	0.06828129	0.42168197	1	1046	11	5	11	1	3
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	164	-0.55233926	-1.4878078	0.009706156	0.2683815	1	2836	25	12	28	-1	27
GO_REGULATION_OF_RUFFLE_ASSEMBLY	19	0.72121626	1.5671192	0.029584352	0.30653346	1	2058	26	9	29	1	0
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	55	0.5523122	1.4613221	0.035509735	0.38790497	1	2078	24	9	26	1	7
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	43	-0.8031621	-1.8276426	0.0003170577	0.05815976	0.4552	1411	16	6	17	-1	5
GO_REGULATION_OF_STEROID_METABOLIC_PROCESS	62	-0.7556396	-1.7990819	0.000299985	0.07622941	0.7297	1411	16	6	17	-1	7
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	21	-0.755601	-1.5347533	0.03399966	0.23752233	1	2407	38	11	43	-1	2
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	65	0.5136952	1.3889897	0.050999105	0.4191245	1	3039	26	13	30	1	5
GO_REGULATION_OF_SYNAPSE_ASSEMBLY	67	0.5331118	1.4549327	0.03112155	0.3942845	1	2953	28	13	32	1	1
GO_REGULATION_OF_SYNAPSE_ORGANIZATION	99	0.4489569	1.2974685	0.0736382	0.46339324	1	2953	26	13	30	1	3
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	22	-0.7674171	-1.5749695	0.02090473	0.22020851	1	1226	23	5	24	-1	3
GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	16	0.6185307	1.2939441	0.15996213	0.46876878	1	1855	25	8	27	1	3
GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	15	-0.82524437	-1.5901285	0.014988538	0.2126348	1	1560	47	7	50	-1	3
GO_REGULATION_OF_TISSUE_REMODELING	47	-0.6365399	-1.4713848	0.04131575	0.28156435	1	2297	23	10	26	-1	7
GO_REGULATION_OF_TOR_SIGNALING	65	-0.6403368	-1.5481927	0.015213135	0.2354154	1	1087	12	5	13	-1	9
GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	27	-0.72406656	-1.5344106	0.030743526	0.23752621	1	1574	26	7	28	-1	5
GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	21	0.5989104	1.3254491	0.13646209	0.44930258	1	909	14	4	15	1	2
GO_REGULATION_OF_TRANSLATIONAL_INITIATION	75	-0.7290987	-1.7936052	0	0.07807509	0.7725	3032	39	13	44	-1	11
GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	19	-0.7524299	-1.508554	0.04354588	0.2577287	1	1304	21	6	22	-1	3
GO_REGULATION_OF_VACUOLAR_TRANSPORT	28	-0.6828494	-1.4528795	0.056017287	0.2952604	1	3134	32	14	37	-1	3
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	193	0.4012648	1.2591193	0.05069538	0.49745703	1	793	8	3	8	1	23
GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	22	0.62220395	1.3941125	0.090662055	0.42570165	1	2633	36	12	41	1	1
GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	21	-0.7416432	-1.5222803	0.03697364	0.24834451	1	2847	33	12	38	-1	2
GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	15	0.67686534	1.3968629	0.09875088	0.4271271	1	2919	20	13	23	1	1
GO_REPLICATION_FORK	62	-0.6368427	-1.5248333	0.021716496	0.2448743	1	3957	37	17	45	-1	8
GO_REPLISOME	29	-0.6805818	-1.4661417	0.057199538	0.28776744	1	3882	45	17	54	-1	5
GO_REPRODUCTIVE_BEHAVIOR	20	-0.82699645	-1.6628548	0.006639428	0.16665117	1	1259	20	6	21	-1	2
GO_RESPIRATORY_CHAIN	76	-0.6410362	-1.5794845	0.010850178	0.22098154	1	6531	54	29	75	-1	2
GO_RESPIRATORY_SYSTEM_DEVELOPMENT	172	0.3954618	1.2276185	0.07817726	0.5254357	1	656	7	3	7	1	19
GO_RESPONSE_TO_ACTIVITY	57	0.5410793	1.4422758	0.03898354	0.38857594	1	719	16	3	16	1	13
GO_RESPONSE_TO_AMINE	38	-0.7769655	-1.7485408	0.001458671	0.12086548	0.9805	1175	16	5	17	-1	5
GO_RESPONSE_TO_AMINO_ACID	96	0.4441016	1.27527	0.077048115	0.47998416	1	1261	10	6	11	1	13
GO_RESPONSE_TO_AMPHETAMINE	22	-0.89031047	-1.8261315	0.00034264178	0.055364963	0.4677	1175	27	5	29	-1	5
GO_RESPONSE_TO_CAFFEINE	18	0.5751235	1.2288941	0.2154462	0.52637607	1	1072	22	5	23	1	4
GO_RESPONSE_TO_CALCIUM_ION	101	0.5786739	1.6700261	0.0020208824	0.27493992	1	1072	12	5	12	1	10
GO_RESPONSE_TO_ESTRADIOL	124	0.43369722	1.2868105	0.059224695	0.4726787	1	730	6	3	7	1	14
GO_RESPONSE_TO_ETHANOL	108	0.4293123	1.2512614	0.09094005	0.50659084	1	582	9	3	9	1	20
GO_RESPONSE_TO_FATTY_ACID	69	0.52796423	1.4423479	0.03511905	0.39035204	1	1078	14	5	15	1	11
GO_RESPONSE_TO_GLUCAGON	42	0.54985625	1.3842163	0.071731076	0.41715512	1	435	10	2	10	1	7
GO_RESPONSE_TO_GONADOTROPIN	21	-0.77527016	-1.5840302	0.02119139	0.21800198	1	1487	14	6	15	-1	1
GO_RESPONSE_TO_GROWTH_HORMONE	26	0.789974	1.8188941	0.001752629	0.1787885	0.8342	764	12	3	12	1	3
GO_RESPONSE_TO_INTERFERON_BETA	19	0.5927321	1.2858901	0.17136711	0.4738274	1	4076	42	18	51	1	0
GO_RESPONSE_TO_INTERLEUKIN_6	21	0.5714223	1.2652643	0.17610988	0.48740464	1	3375	33	15	39	1	1
GO_RESPONSE_TO_ISCHEMIA	28	-0.69233423	-1.476363	0.04922875	0.27799016	1	2742	29	12	32	-1	3
GO_RESPONSE_TO_KETONE	155	0.44731194	1.36802	0.021815348	0.42225248	1	1612	11	7	12	1	19
GO_RESPONSE_TO_LEAD_ION	16	0.78508186	1.6525698	0.0137781	0.2750208	1	157	13	1	13	1	2
GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	18	0.6873999	1.4754778	0.056471158	0.3914846	1	3129	22	14	26	1	2
GO_RESPONSE_TO_PROSTAGLANDIN	29	0.76407677	1.7993163	0.00304414	0.18098363	0.9111	907	14	4	14	1	4
GO_RESPONSE_TO_TESTOSTERONE	32	0.73347265	1.7663188	0.0031160738	0.23184016	0.9795	353	6	2	6	1	2
GO_RESPONSE_TO_TYPE_I_INTERFERON	50	0.52901655	1.3681872	0.06430778	0.4247307	1	4187	32	18	39	1	2
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	114	0.4328085	1.2707196	0.07613169	0.48358253	1	2989	21	13	24	1	8
GO_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE	15	0.83664876	1.731587	0.0037313432	0.23606749	0.9972	2121	40	9	44	1	2
GO_RETINOL_METABOLIC_PROCESS	24	0.64089215	1.4486746	0.057387363	0.38979116	1	1695	17	7	18	1	2
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	69	0.5952439	1.6371171	0.004804805	0.26120096	1	2624	20	11	23	1	5
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ER	73	0.5238248	1.4486549	0.030627871	0.38777313	1	2441	21	11	23	1	2
GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	70	0.57205015	1.5685104	0.010131109	0.32317233	1	2235	23	10	25	1	9
GO_RHYTHMIC_BEHAVIOR	17	-0.80272365	-1.5784265	0.019516408	0.2193119	1	2391	29	10	33	-1	2
GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING	91	-0.66019005	-1.6732972	0.0020275163	0.16813529	1	3056	29	13	33	-1	8
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	424	-0.67316854	-1.9471209	0	0.0024213765	0.0115	4445	54	19	65	-1	57
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	186	-0.6222663	-1.6910658	0.00026486558	0.15097451	1	4378	47	19	58	-1	18
GO_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	58	-0.67169523	-1.5968659	0.012982998	0.21160045	1	850	19	4	20	-1	12
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	22	-0.7116062	-1.4609991	0.05920832	0.29016316	1	4362	73	19	90	-1	4
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	47	-0.7577777	-1.7509745	0.0012476606	0.122029595	0.9761	4362	74	19	92	-1	9
GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	56	-0.7066276	-1.6627964	0.004452633	0.16519217	1	4498	61	20	75	-1	8
GO_RIBOSOMAL_SUBUNIT	156	-0.67770797	-1.8144901	0	0.06528512	0.5807	5308	67	23	87	-1	9
GO_RIBOSOME	213	-0.633722	-1.7423424	0	0.114055604	0.9868	5308	62	23	80	-1	16
GO_RIBOSOME_ASSEMBLY	50	-0.6916505	-1.6014518	0.009463233	0.20901558	1	4362	56	19	69	-1	6
GO_RIBOSOME_BINDING	45	-0.64678067	-1.4948843	0.037688043	0.266736	1	3016	24	13	28	-1	3
GO_RIBOSOME_BIOGENESIS	301	-0.69700223	-1.9756364	0	0.0007907476	0.003	4445	57	19	70	-1	46
GO_RNA_CATABOLIC_PROCESS	215	-0.62110716	-1.7090484	0	0.15046214	0.9997	5209	53	23	67	-1	14
GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS	20	-0.73004246	-1.4703678	0.0596105	0.28197995	1	1670	25	7	27	-1	3
GO_RNA_HELICASE_ACTIVITY	65	-0.62311435	-1.5004674	0.027465858	0.26106837	1	3369	37	15	43	-1	13
GO_RNA_MODIFICATION	110	-0.59698343	-1.5360965	0.010332625	0.23771961	1	3902	37	17	45	-1	10
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY_SEQUENCE_SPECIFIC_DNA_BINDING	464	-0.5072249	-1.4774102	0.00068587105	0.27880728	1	2965	20	13	22	-1	55
GO_RNA_SECONDARY_STRUCTURE_UNWINDING	38	-0.7064499	-1.5833641	0.018994413	0.216352	1	3369	53	15	62	-1	10
GO_RRNA_BINDING	57	-0.69568795	-1.6487235	0.005271318	0.17916377	1	4345	49	19	60	-1	4
GO_RRNA_METABOLIC_PROCESS	252	-0.6718596	-1.87121	0	0.02447031	0.1523	4445	55	19	68	-1	30
GO_RRNA_METHYLATION	19	-0.75666094	-1.5117999	0.03888214	0.2599606	1	3828	42	17	51	-1	3
GO_RRNA_METHYLTRANSFERASE_ACTIVITY	15	-0.78769314	-1.5129998	0.041637752	0.2602617	1	3828	53	17	64	-1	3
GO_RRNA_MODIFICATION	27	-0.7640264	-1.6144223	0.017928287	0.20348822	1	3828	44	17	53	-1	3
GO_RRNA_TRANSCRIPTION	18	-0.76291555	-1.5200747	0.03505472	0.24950708	1	1485	22	6	24	-1	3
GO_SALIVARY_GLAND_DEVELOPMENT	28	0.5388929	1.2672483	0.15214631	0.48568597	1	1706	18	7	19	1	3
GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	187	0.42181605	1.3287463	0.023549201	0.4460652	1	2336	30	10	33	1	36
GO_SECRETORY_GRANULE_LUMEN	60	0.4772112	1.2759409	0.11334499	0.48055357	1	1334	12	6	12	1	7
GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	36	0.5934162	1.4637964	0.05086072	0.39244914	1	1996	22	9	24	1	3
GO_SEMAPHORIN_RECEPTOR_BINDING	22	0.6658347	1.4803611	0.052376334	0.39289504	1	1996	27	9	30	1	2
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	167	0.6000858	1.8529806	0	0.17880866	0.6291	2580	26	11	29	1	24
GO_SENSORY_PERCEPTION_OF_PAIN	55	-0.6515945	-1.536681	0.019840049	0.2395456	1	2028	16	9	18	-1	6
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	56	0.5448503	1.4368701	0.03678161	0.39287457	1	3993	30	17	37	1	4
